変数情報
変数	位置	ラベル
	2	職場以外の労働組合に入っている
	3	入っていない
	8	非該当
	9	無回答
CQ03_13	1	定めはない(定年までの雇用を含む)
	2	定めがある(半年契約、1年契約など)
	3	わからない
	8	非該当
	9	無回答
CQ03_13S	1	更新される
	2	たぶん更新される
	3	更新されない
	4	わからない
	8	非該当
	9	無回答
CQ04_1A	1	選択
	2	非選択
	8	非該当
	9	無回答
CQ04_1B	1	選択
	2	非選択
	8	非該当
	9	無回答
CQ04_1C	1	選択
	2	非選択
	8	非該当
	9	無回答
CQ04_1D	1	選択
	2	非選択
	8	非該当
	9	無回答
CQ04_1E	1	選択
	2	非選択
	8	非該当
	9	無回答
CQ04_1F	1	選択
	2	非選択
	8	非該当
	9	無回答
CQ04_1G	1	選択
	2	非選択
	8	非該当
	9	無回答
CQ04_1H	1	選択
	2	非選択
	8	非該当
	9	無回答
CQ04_1I	1	選択
	2	非選択
	8	非該当
	9	無回答
CQ04_1J	1	選択
	2	非選択
	8	非該当
	9	無回答
CQ04_1K	1	選択
	2	非選択
	8	非該当
	9	無回答
CQ04_1L	1	選択
	2	非選択
	8	非該当
	9	無回答
CQ04_1M	1	選択
	2	非選択
	8	非該当
	9	無回答
CQ04_1N	1	選択
	2	非選択
	8	非該当
	9	無回答
CQ04_2	1	よくしてくれた
	2	ときどきしてくれた
	3	あまりしてくれなかった
	4	まったくしてくれなかった
	5	上司や同僚仕事仲間はいない
	8	非該当
	9	無回答
CQ04_3A	1	かなりあてはまる
	2	ある程度あてはまる
	3	あまりあてはまらない
	4	あてはまらない
	8	非該当
	9	無回答
CQ04_3B	1	かなりあてはまる
	2	ある程度あてはまる
	3	あまりあてはまらない
	4	あてはまらない
	8	非該当
	9	無回答
CQ04_3C	1	かなりあてはまる
	2	ある程度あてはまる
	3	あまりあてはまらない
	4	あてはまらない
	5	部下はいない
	8	非該当
	9	無回答
CQ04_3D	1	かなりあてはまる
	2	ある程度あてはまる
	3	あまりあてはまらない
	4	あてはまらない
	8	非該当
	9	無回答
CQ04_3E	1	かなりあてはまる
	2	ある程度あてはまる
	3	あまりあてはまらない
	4	あてはまらない
	8	非該当
	9	無回答
CQ04_3F	1	かなりあてはまる
	2	ある程度あてはまる
	3	あまりあてはまらない
	4	あてはまらない
	8	非該当
	9	無回答
CQ04_3G	1	かなりあてはまる
	2	ある程度あてはまる
	3	あまりあてはまらない
	4	あてはまらない
	8	非該当
	9	無回答
CQ04_3H	1	かなりあてはまる
	2	ある程度あてはまる
	3	あまりあてはまらない
	4	あてはまらない
	8	非該当
	9	無回答
CQ05	1	はい
	2	いいえ
	9	無回答
CQ05_2A	1	選択
	2	非選択
	8	非該当
	9	無回答
CQ05_2B	1	選択
	2	非選択
	8	非該当
	9	無回答
CQ05_2C	1	選択
	2	非選択
	8	非該当
	9	無回答
CQ05_2D	1	選択
	2	非選択
	8	非該当
	9	無回答
CQ05_2E	1	選択
	2	非選択
	8	非該当
	9	無回答
CQ05_2F	1	選択
	2	非選択
	8	非該当
	9	無回答
CQ05_2G	1	選択
	2	非選択
	8	非該当
	9	無回答
CQ05_2H	1	選択
	2	非選択
	8	非該当
	9	無回答
CQ05_2I	1	選択
	2	非選択
	8	非該当
	9	無回答
CQ05_2J	1	選択
	2	非選択
	8	非該当
	9	無回答
CQ05_2K	1	選択
	2	非選択
	8	非該当
	9	無回答
CQ05_2L	1	選択
	2	非選択
	8	非該当
	9	無回答
CQ05_2M	1	選択
	2	非選択
	8	非該当
	9	無回答
CQ06	1	した
	2	しなかった
	9	無回答
CQ06_1A	1	選択
	2	非選択
	8	非該当
	9	無回答
CQ06_1B	1	選択
	2	非選択
	8	非該当
	9	無回答
CQ06_1C	1	選択
	2	非選択
	8	非該当
	9	無回答
CQ06_1D	1	選択
	2	非選択
	8	非該当
	9	無回答
CQ06_1E	1	選択
	2	非選択
	8	非該当
	9	無回答
CQ06_1F	1	選択
	2	非選択
	8	非該当
	9	無回答
CQ06_2A	1	選択
	2	非選択
	8	非該当
	9	無回答
CQ06_2B	1	選択
	2	非選択
	8	非該当
	9	無回答
CQ06_2C	1	選択
	2	非選択
	8	非該当
	9	無回答
CQ06_2D	1	選択
	2	非選択
	8	非該当
	9	無回答
CQ06_2E	1	選択
	2	非選択
	8	非該当
	9	無回答
CQ06_2F	1	選択
	2	非選択
	8	非該当
	9	無回答
CQ07	1	とても必要だと思う
	2	少し必要だと思う
	3	必要性を感じない
	9	無回答
cq08_a	1	選択
	2	非選択
	9	無回答
cq08_b	1	選択
	2	非選択
	9	無回答
cq08_c	1	選択
	2	非選択
	9	無回答
cq08_d	1	選択
	2	非選択
	9	無回答
cq08_e	1	選択
	2	非選択
	9	無回答
cq08_f	1	選択
	2	非選択
	9	無回答
CQ09_1	1	通っている
	2	通っていない
	9	無回答
CQ09_1A	1	国立
	2	公立
	3	私立
	8	非該当
	9	無回答
cq09_1c	0	人文科学（学部）
	1	社会科学（学部）
	2	理学（学部）
	3	理工学（学部）
	4	工学（学部）
	5	農学（学部）
	6	医学（学部）
	7	歯学（学部）
	8	薬学（学部）
	9	看護学（学部）
	10	その他保健（学部）
	11	商船（学部）
	12	家政（学部）
	13	教育（学部）
	14	芸術（学部）
	15	その他（学部）
	20	人文科学（院）
	21	社会科学（院）
	22	理学（院）
	23	理工学（院）
	24	工学（院）
	25	農学（院）
	26	医学（院）
	27	歯学（院）
	28	薬学（院）
	29	看護学（院）
	30	その他保健（院）
	31	商船（院）
	32	家政（院）
	33	教育（院）
	34	芸術（院）
	35	その他（院）
	51	人文（短大）
	52	社会（短大）
	53	教養（短大）
	54	工業（短大）
	55	農業（短大）
	56	保健（短大）
	57	家政（短大）
	58	教育（短大）
	59	芸術（短大）
	60	その他（短大）
	101	工業（専修）
	102	農業（専修）
	103	医療（専修）
	104	衛生（専修）
	105	教育・社会福祉（専修）
	106	商業実務（専修）
	107	服飾・家政（専修）
	108	文化・教養（専修）
	200	General Programmes（外国の学校）
	201	Education（外国の学校）
	202	Humanities and Arts（外国の学校）
	203	Social sciences, business and law（外国の学校）
	204	Science（外国の学校）
	205	Engineering, manufacturing and construction（外国の学校）
	206	Agriculture（外国の学校）
	207	Health and welfare（外国の学校）
	208	Services（外国の学校）
	209	Not known or unspecified（外国の学校）
	888	非該当
	999	無回答
CQ09_1D	1	昼間
	2	夜間
	3	通信
	8	非該当
	9	無回答
CQ09_1E	8888	非該当
	9999	無回答
CQ09_1F	8888	非該当
	9999	無回答
CQ09_1G	1	卒業見込み
	2	卒業
	3	中退
	8	非該当
	9	無回答
CQ09_2	1	ある
	2	ない
	9	無回答
CQ09_2A	1	国立
	2	公立
	3	私立
	8	非該当
	9	無回答
cq09_2c	0	人文科学（学部）
	1	社会科学（学部）
	2	理学（学部）
	3	理工学（学部）
	4	工学（学部）
	5	農学（学部）
	6	医学（学部）
	7	歯学（学部）
	8	薬学（学部）
	9	看護学（学部）
	10	その他保健（学部）
	11	商船（学部）
	12	家政（学部）
	13	教育（学部）
	14	芸術（学部）
	15	その他（学部）
	20	人文科学（院）
	21	社会科学（院）
	22	理学（院）
	23	理工学（院）
	24	工学（院）
	25	農学（院）
	26	医学（院）
	27	歯学（院）
	28	薬学（院）
	29	看護学（院）
	30	その他保健（院）
	31	商船（院）
	32	家政（院）
	33	教育（院）
	34	芸術（院）
	35	その他（院）
	51	人文（短大）
	52	社会（短大）
	53	教養（短大）
	54	工業（短大）
	55	農業（短大）
	56	保健（短大）
	57	家政（短大）
	58	教育（短大）
	59	芸術（短大）
	60	その他（短大）
	101	工業（専修）
	102	農業（専修）
	103	医療（専修）
	104	衛生（専修）
	105	教育・社会福祉（専修）
	106	商業実務（専修）
	107	服飾・家政（専修）
	108	文化・教養（専修）
	200	General Programmes（外国の学校）
	201	Education（外国の学校）
	202	Humanities and Arts（外国の学校）
	203	Social sciences, business and law（外国の学校）
	204	Science（外国の学校）
	205	Engineering, manufacturing and construction（外国の学校）
	206	Agriculture（外国の学校）
	207	Health and welfare（外国の学校）
	208	Services（外国の学校）
	209	Not known or unspecified（外国の学校）
	888	非該当
	999	無回答
CQ09_2D	1	昼間
	2	夜間
	3	通信
	8	非該当
	9	無回答
CQ09_2E	8888	非該当
	9999	無回答
CQ09_2F	8888	非該当
	9999	無回答
CQ09_2G	1	卒業見込み
	2	卒業
	3	中退
	8	非該当
	9	無回答
CQ10A	1	とてもあてはまる
	2	ややあてはまる
	3	あまりあてはまらない
	4	まったくあてはまらない
	9	無回答
CQ10B	1	とてもあてはまる
	2	ややあてはまる
	3	あまりあてはまらない
	4	まったくあてはまらない
	9	無回答
CQ10C	1	とてもあてはまる
	2	ややあてはまる
	3	あまりあてはまらない
	4	まったくあてはまらない
	9	無回答
CQ10D	1	とてもあてはまる
	2	ややあてはまる
	3	あまりあてはまらない
	4	まったくあてはまらない
	9	無回答
CQ10E	1	とてもあてはまる
	2	ややあてはまる
	3	あまりあてはまらない
	4	まったくあてはまらない
	9	無回答
CQ10F	1	とてもあてはまる
	2	ややあてはまる
	3	あまりあてはまらない
	4	まったくあてはまらない
	9	無回答
CQ11	1	とても良い
	2	まあ良い
	3	普通
	4	あまり良くない
	5	悪い
	9	無回答
CQ12	1	あった
	2	なかった
	9	無回答
CQ12S	888	非該当
	999	無回答
CQ13A	999	無回答
CQ13B	999	無回答
CQ13C	999	無回答
CQ14A	1	いつもあった
	2	ほとんどいつもあった
	3	ときどきあった
	4	まれにあった
	5	まったくなかった
	9	無回答
CQ14B	1	いつもあった
	2	ほとんどいつもあった
	3	ときどきあった
	4	まれにあった
	5	まったくなかった
	9	無回答
CQ14C	1	いつもあった
	2	ほとんどいつもあった
	3	ときどきあった
	4	まれにあった
	5	まったくなかった
	9	無回答
CQ14D	1	いつもあった
	2	ほとんどいつもあった
	3	ときどきあった
	4	まれにあった
	5	まったくなかった
	9	無回答
CQ14E	1	いつもあった
	2	ほとんどいつもあった
	3	ときどきあった
	4	まれにあった
	5	まったくなかった
	9	無回答
CQ14F	1	いつもあった
	2	ほとんどいつもあった
	3	ときどきあった
	4	まれにあった
	5	まったくなかった
	9	無回答
CQ15_A	1	選択
	2	非選択
	9	無回答
CQ15_B	1	選択
	2	非選択
	9	無回答
CQ15_C	1	選択
	2	非選択
	9	無回答
CQ15_D	1	選択
	2	非選択
	9	無回答
CQ15_E	1	選択
	2	非選択
	9	無回答
CQ15_F	1	選択
	2	非選択
	9	無回答
CQ15_G	1	選択
	2	非選択
	9	無回答
CQ15_H	1	選択
	2	非選択
	9	無回答
CQ15_I	1	選択
	2	非選択
	9	無回答
CQ15_J	1	選択
	2	非選択
	9	無回答
CQ15_K	1	選択
	2	非選択
	9	無回答
CQ16A	1	週に１回以上
	2	月に１回くらい
	3	年に１回か数回程度
	4	まったくしなかった
	9	無回答
CQ16B	1	週に１回以上
	2	月に１回くらい
	3	年に１回か数回程度
	4	まったくしなかった
	9	無回答
CQ16C	1	週に１回以上
	2	月に１回くらい
	3	年に１回か数回程度
	4	まったくしなかった
	9	無回答
CQ16D	1	週に１回以上
	2	月に１回くらい
	3	年に１回か数回程度
	4	まったくしなかった
	9	無回答
CQ16E	1	週に１回以上
	2	月に１回くらい
	3	年に１回か数回程度
	4	まったくしなかった
	9	無回答
CQ16F	1	週に１回以上
	2	月に１回くらい
	3	年に１回か数回程度
	4	まったくしなかった
	9	無回答
CQ16G	1	週に１回以上
	2	月に１回くらい
	3	年に１回か数回程度
	4	まったくしなかった
	9	無回答
CQ16H	1	週に１回以上
	2	月に１回くらい
	3	年に１回か数回程度
	4	まったくしなかった
	9	無回答
CQ16I	1	週に１回以上
	2	月に１回くらい
	3	年に１回か数回程度
	4	まったくしなかった
	9	無回答
CQ16J	1	週に１回以上
	2	月に１回くらい
	3	年に１回か数回程度
	4	まったくしなかった
	9	無回答
CQ16K	1	週に１回以上
	2	月に１回くらい
	3	年に１回か数回程度
	4	まったくしなかった
	9	無回答
CQ17_1	99	無回答
CQ17_2AA	1	選択
	9	無回答
CQ17_2BA	1	選択
	8	非該当
	9	無回答
cq17bz	1	 配偶者（夫または妻）
	2	 恋人（含・婚約者）
	3	 息子
	4	 娘
	5	 子どもの配偶者
	6	 孫
	7	 あなたの父親
	8	 あなたの母親
	9	 配偶者の父親
	10	 配偶者の母親
	11	 あなたの祖父
	12	 あなたの祖母
	13	 配偶者の祖父
	14	 配偶者の祖母
	15	 兄弟姉妹
	16	 配偶者の兄弟姉妹
	17	 その他
	18	 親(実か義理か不明）
	19	 祖父母(実か義理か不明）・曾祖父母
	20	 子（性別不明）
	88	 分類不能
	98	 非該当
	99	 無回答
cq17bb	1	男性
	2	女性
	8	非該当
	9	無回答
cq17bc	888	非該当
	999	無回答
CQ17_2BD	1	はい
	2	いいえ
	8	非該当
	9	無回答
CQ17_2BE	1	あり
	2	なし
	8	非該当
	9	無回答
CQ17_2CA	1	選択
	8	非該当
	9	無回答
cq17cz	1	 配偶者（夫または妻）
	2	 恋人（含・婚約者）
	3	 息子
	4	 娘
	5	 子どもの配偶者
	6	 孫
	7	 あなたの父親
	8	 あなたの母親
	9	 配偶者の父親
	10	 配偶者の母親
	11	 あなたの祖父
	12	 あなたの祖母
	13	 配偶者の祖父
	14	 配偶者の祖母
	15	 兄弟姉妹
	16	 配偶者の兄弟姉妹
	17	 その他
	18	 親(実か義理か不明）
	19	 祖父母(実か義理か不明）・曾祖父母
	20	 子（性別不明）
	88	 分類不能
	98	 非該当
	99	 無回答
cq17cb	1	男性
	2	女性
	8	非該当
	9	無回答
cq17cc	888	非該当
	999	無回答
CQ17_2CD	1	はい
	2	いいえ
	8	非該当
	9	無回答
CQ17_2CE	1	あり
	2	なし
	8	非該当
	9	無回答
CQ17_2DA	1	選択
	8	非該当
	9	無回答
cq17dz	1	 配偶者（夫または妻）
	2	 恋人（含・婚約者）
	3	 息子
	4	 娘
	5	 子どもの配偶者
	6	 孫
	7	 あなたの父親
	8	 あなたの母親
	9	 配偶者の父親
	10	 配偶者の母親
	11	 あなたの祖父
	12	 あなたの祖母
	13	 配偶者の祖父
	14	 配偶者の祖母
	15	 兄弟姉妹
	16	 配偶者の兄弟姉妹
	17	 その他
	18	 親(実か義理か不明）
	19	 祖父母(実か義理か不明）・曾祖父母
	20	 子（性別不明）
	88	 分類不能
	98	 非該当
	99	 無回答
cq17db	1	男性
	2	女性
	8	非該当
	9	無回答
cq17dc	888	非該当
	999	無回答
CQ17_2DD	1	はい
	2	いいえ
	8	非該当
	9	無回答
CQ17_2DE	1	あり
	2	なし
	8	非該当
	9	無回答
CQ17_2EA	1	選択
	8	非該当
	9	無回答
cq17ez	1	 配偶者（夫または妻）
	2	 恋人（含・婚約者）
	3	 息子
	4	 娘
	5	 子どもの配偶者
	6	 孫
	7	 あなたの父親
	8	 あなたの母親
	9	 配偶者の父親
	10	 配偶者の母親
	11	 あなたの祖父
	12	 あなたの祖母
	13	 配偶者の祖父
	14	 配偶者の祖母
	15	 兄弟姉妹
	16	 配偶者の兄弟姉妹
	17	 その他
	18	 親(実か義理か不明）
	19	 祖父母(実か義理か不明）・曾祖父母
	20	 子（性別不明）
	88	 分類不能
	98	 非該当
	99	 無回答
cq17eb	1	男性
	2	女性
	8	非該当
	9	無回答
cq17ec	888	非該当
	999	無回答
CQ17_2ED	1	はい
	2	いいえ
	8	非該当
	9	無回答
CQ17_2EE	1	あり
	2	なし
	8	非該当
	9	無回答
CQ17_2FA	1	選択
	8	非該当
	9	無回答
cq17fz	1	 配偶者（夫または妻）
	2	 恋人（含・婚約者）
	3	 息子
	4	 娘
	5	 子どもの配偶者
	6	 孫
	7	 あなたの父親
	8	 あなたの母親
	9	 配偶者の父親
	10	 配偶者の母親
	11	 あなたの祖父
	12	 あなたの祖母
	13	 配偶者の祖父
	14	 配偶者の祖母
